Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
1985-01-01,6.123682022094727,7.359402179718018,5.711774826049805,7.194640159606934,3.040682554244995,7937779,0.030756,0.0
1985-02-01,7.139719009399414,7.359402179718018,6.645431041717529,6.755271911621094,2.870012044906616,6790220,0.0,0.0
1985-03-01,6.755271911621094,7.139719009399414,6.3433661460876465,6.617969989776611,2.8116776943206787,6358689,0.0,0.0
1985-04-01,6.617969989776611,6.672891139984131,6.260983943939209,6.453207015991211,2.7416791915893555,7223114,0.030756,0.0
1985-05-01,6.480668067932129,7.853691101074219,6.37082576751709,7.771308898925781,3.317697048187256,10524226,0.0,0.0
1985-06-01,7.771308898925781,7.826230049133301,7.167179107666016,7.74384880065918,3.305973529815674,10720416,0.0,0.0
1985-07-01,7.74384880065918,7.90861177444458,7.469244003295898,7.798769950866699,3.3294198513031006,10733162,0.030756,0.0
1985-08-01,7.798769950866699,7.826230049133301,6.974956035614014,7.057336807250977,3.024949073791504,8220002,0.0,0.0
1985-09-01,7.112257957458496,7.139719009399414,6.700351238250732,7.057336807250977,3.024949073791504,9162722,0.0,0.0
1985-10-01,7.029877185821533,7.771308898925781,6.810193061828613,7.579085826873779,3.248582601547241,7066523,0.035149,0.0
1985-11-01,7.579085826873779,8.320517539978027,7.3868632316589355,8.293058395385742,3.571795701980591,9200501,0.0,0.0
1985-12-01,8.26559829711914,9.30909538269043,8.183216094970703,8.842267036437988,3.808340072631836,15432188,0.0,0.0
1986-01-01,8.842267036437988,10.05052661895752,8.567663192749023,9.940685272216797,4.281423568725586,10936179,0.035149,0.0
1986-02-01,9.995606422424316,11.533391952514648,9.830843925476074,11.533391952514648,4.987729549407959,14824499,0.0,0.0
1986-03-01,11.42354965209961,13.290861129760742,11.121484756469727,12.714192390441895,5.498378276824951,15707133,0.0,0.0
1986-04-01,12.686731338500977,13.016257286071777,11.42354965209961,12.302285194396973,5.320245265960693,10602519,0.035149,0.0
1986-05-01,12.247364044189453,13.016257286071777,11.478470802307129,13.016257286071777,5.6450653076171875,10185328,0.0,2.0
1986-06-01,13.126097679138184,15.158171653747559,12.906414985656738,14.499120712280273,6.288174152374268,10823063,0.0,0.0
1986-07-01,14.444199562072754,14.499120712280273,11.862916946411133,12.906414985656738,5.597428321838379,10830345,0.039543,0.0
1986-08-01,12.906414985656738,13.455623626708984,12.357206344604492,13.345782279968262,5.805690765380859,8702969,0.0,0.0
1986-09-01,13.345782279968262,13.345782279968262,10.325132369995117,10.819419860839844,4.706671714782715,13473920,0.0,0.0
1986-10-01,10.874341011047363,12.521967887878418,10.325132369995117,12.247364044189453,5.327856063842773,16436361,0.039543,0.0
1986-11-01,12.302285194396973,12.74165153503418,11.148945808410645,12.137521743774414,5.298150539398193,9693711,0.0,0.0
1986-12-01,12.137521743774414,12.961336135864258,11.807995796203613,12.74165153503418,5.561863422393799,15117421,0.0,0.0
1987-01-01,12.851493835449219,14.663884162902832,12.576889038085938,14.444199562072754,6.305042743682861,12973428,0.039543,0.0
1987-02-01,14.499120712280273,16.14674949645996,14.334359169006348,15.927064895629883,6.973690509796143,12183429,0.0,0.0
1987-03-01,15.927064895629883,17.959138870239258,15.707381248474121,17.025482177734375,7.454638481140137,9477492,0.0,0.0
1987-04-01,16.91564178466797,17.84929656982422,13.730228424072266,15.707381248474121,6.877506256103516,14867513,0.039543,0.0
1987-05-01,15.597539901733398,16.256591796875,13.400703430175781,15.542618751525879,6.821249961853027,10696063,0.0,0.0
1987-06-01,15.652460098266602,16.42135238647461,14.663884162902832,15.542618751525879,6.821249961853027,9859859,0.0,0.0
1987-07-01,14.938488960266113,16.256591796875,13.949912071228027,15.927064895629883,6.989978313446045,14009234,0.043937,0.0
1987-08-01,15.927064895629883,17.245166778564453,15.48769760131836,16.201669692993164,7.131244659423828,15248061,0.0,0.0
1987-09-01,16.31151008605957,16.53119468688965,14.169595718383789,14.169595718383789,6.236813545227051,13510565,0.0,0.0
1987-10-01,14.279438018798828,14.38927936553955,8.238137245178223,10.874341011047363,4.786391735076904,28581100,0.043937,0.0
1987-11-01,10.929262161254883,11.203866004943848,8.842267036437988,9.11687183380127,4.027683258056641,14511322,0.0,0.0
1987-12-01,9.11687183380127,10.38005256652832,8.347978591918945,9.501317977905273,4.197525501251221,13814410,0.0,0.0
1988-01-01,9.721001625061035,11.478470802307129,9.666081428527832,11.258787155151367,4.973945140838623,16529679,0.043937,0.0
1988-02-01,11.368629455566406,11.972759246826172,10.599736213684082,11.972759246826172,5.313943862915039,14544322,0.0,0.0
1988-03-01,12.082600593566895,13.181018829345703,11.258787155151367,11.588313102722168,5.143310546875,14060218,0.0,0.0
1988-04-01,11.533391952514648,12.467046737670898,11.203866004943848,11.478470802307129,5.0945587158203125,9652743,0.043937,0.0
1988-05-01,11.533391952514648,12.467046737670898,10.819419860839844,12.027680397033691,5.357366561889648,11423243,0.0,0.0
