Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
1985-01-01,0.0,13.59375,11.84375,13.25,4.617404460906982,14044800,0.0,0.0
1985-02-01,0.0,14.71875,13.21875,14.15625,4.933216094970703,13602000,0.0,0.0
1985-03-01,0.0,15.71875,13.75,15.375,5.3579301834106445,8790000,0.0,0.0
1985-04-01,0.0,17.0625,14.8125,16.59375,5.782642364501953,8607200,0.0,0.0
1985-05-01,0.0,17.625,16.375,17.375,6.054897785186768,11676400,0.0,0.0
1985-06-01,0.0,18.15625,17.1875,18.125,6.316259384155273,9302400,0.0,0.0
1985-07-01,0.0,18.84375,17.25,17.90625,6.240027904510498,6189600,0.0,0.0
1985-08-01,0.0,18.53125,17.28125,17.9375,6.250918388366699,5767600,0.0,0.0
1985-09-01,0.0,18.125,16.5625,16.9375,5.902434825897217,4712000,0.0,0.0
1985-10-01,0.0,18.375,16.875,18.34375,6.392492294311523,5886000,0.0,0.0
1985-11-01,0.0,20.59375,18.3125,19.3125,6.7300825119018555,5920800,0.0,0.0
1985-12-01,0.0,20.5,19.3125,19.96875,6.958774089813232,7743600,0.0,0.0
1986-01-01,0.0,23.625,19.5,22.4375,7.819087505340576,8160400,0.0,0.0
1986-02-01,0.0,23.5625,22.0,23.0625,8.03689956665039,6028000,0.0,0.0
1986-03-01,0.0,27.03125,22.9375,25.625,8.929885864257812,13005200,0.0,0.0
1986-04-01,0.0,25.6875,23.4375,23.9375,8.341818809509277,6684400,0.0,0.0
1986-05-01,0.0,24.6875,22.3125,24.3125,8.472501754760742,9312000,0.0,0.0
1986-06-01,0.0,24.25,10.25,11.3125,3.9422147274017334,17376400,0.0,0.0
1986-07-01,0.0,11.625,9.625,10.0625,3.5066139698028564,16185200,0.0,0.0
1986-08-01,10.0,10.75,9.375,10.75,3.746194839477539,33544000,0.0,0.0
1986-09-01,10.75,10.875,8.9375,9.375,3.2670302391052246,23632800,0.0,0.0
1986-10-01,9.4375,10.25,9.375,9.8125,3.4194910526275635,15948000,0.0,0.0
1986-11-01,9.75,9.875,9.125,9.75,3.397711992263794,16937600,0.0,0.0
1986-12-01,9.8125,10.75,9.625,10.0625,3.5066139698028564,12593600,0.0,0.0
1987-01-01,10.0625,11.4375,10.0625,11.4375,3.985776424407959,16644800,0.0,0.0
1987-02-01,11.375,13.75,11.25,13.375,4.660963535308838,27535600,0.0,0.0
1987-03-01,13.3125,13.5,11.5625,11.8125,4.116457939147949,21107200,0.0,0.0
1987-04-01,11.75,12.0625,10.3125,11.4375,3.985776424407959,27143200,0.0,0.0
1987-05-01,11.5625,11.6875,10.4375,11.0,3.833315849304199,14955200,0.0,0.0
1987-06-01,11.125,12.5625,10.9375,11.4375,3.985776424407959,22638800,0.0,0.0
1987-07-01,11.4375,12.6875,11.3125,12.25,4.268922328948975,18860800,0.0,0.0
1987-08-01,12.1875,13.625,12.1875,13.3125,4.639184951782227,33412000,0.044,0.0
1987-09-01,13.375,13.375,12.5,13.1875,4.610510349273682,18486800,0.0,0.0
1987-10-01,13.25,15.0,10.5,11.9375,4.173497676849365,39046400,0.0,0.0
1987-11-01,12.0,13.0,11.3125,11.4375,3.9986894130706787,21596800,0.0,0.0
1987-12-01,11.5625,11.8125,10.75,11.5,4.020542144775391,18627600,0.11,0.0
1988-01-01,11.5,12.75,10.375,12.25,4.325040340423584,30037200,0.0,0.0
1988-02-01,12.3125,12.59375,11.4375,11.5625,4.0823073387146,17212800,0.0,0.0
1988-03-01,11.5,11.9375,10.75,10.875,3.839576482772827,18994000,0.125,0.0
1988-04-01,10.9375,10.9375,9.5625,10.3125,3.681659698486328,26071600,0.0,0.0
1988-05-01,10.375,10.625,9.9375,10.625,3.7932262420654297,17696800,0.0,0.0
1988-06-01,10.5625,11.375,10.5,10.8125,3.8601627349853516,10764800,0.125,0.0
1988-07-01,10.8125,10.875,10.375,10.8125,3.9059829711914062,8392000,0.0,0.0
1988-08-01,10.75,11.1875,10.25,10.5,3.793093681335449,17072800,0.0,0.0
1988-09-01,10.5625,10.875,10.1875,10.875,3.9285614490509033,16131200,0.125,0.0
1988-10-01,10.8125,11.0,10.5,10.8125,3.951935291290283,13195200,0.0,0.0
1988-11-01,10.78125,10.9375,10.125,10.375,3.7920310497283936,16265600,0.0,0.0
1988-12-01,10.4375,11.0625,10.375,10.875,3.9747798442840576,12536800,0.125,0.0
1989-01-01,10.875,12.125,10.75,12.0625,4.4596266746521,24203600,0.0,0.0
1989-02-01,12.0625,12.1875,11.6875,11.875,4.390307426452637,26795200,0.0,0.0
1989-03-01,11.8125,12.15625,11.5,12.125,4.482733249664307,12003600,0.1375,0.0
1989-04-01,12.0625,12.75,12.0625,12.625,4.721126556396484,13479200,0.0,0.0
1989-05-01,12.625,12.75,11.875,12.625,4.721126556396484,13885200,0.0,0.0
1989-06-01,12.5625,13.25,12.5625,13.25,4.954844951629639,13686400,0.1375,0.0
1989-07-01,13.125,14.9375,13.125,14.875,5.621124267578125,12946000,0.0,0.0
1989-08-01,14.875,15.0625,14.3125,14.9375,5.6447434425354,13390000,0.0,0.0
1989-09-01,14.9375,15.0,14.1875,14.625,5.5266523361206055,14141200,0.1375,0.0
1989-10-01,14.6875,15.46875,14.125,14.875,5.673792839050293,24487600,0.0,0.0
1989-11-01,14.8125,15.875,14.8125,15.5625,5.936028480529785,19074800,0.0,0.0
1989-12-01,15.5625,15.875,14.0625,14.78125,5.63803243637085,12146000,0.1375,0.0
1990-01-01,14.6875,15.5,13.25,13.4375,5.174341678619385,19773600,0.0,0.0
1990-02-01,13.4375,15.125,13.40625,15.125,5.82414436340332,18714000,0.0,0.0
1990-03-01,15.125,15.5625,14.25,14.8125,5.70380973815918,24912000,0.15,0.0
