Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
1985-01-01,0.0,2.609375,2.1875,2.609375,1.444566249847412,961600,0.0,0.0
1985-02-01,0.0,2.640625,2.46875,2.5625,1.4186164140701294,1242400,0.0,0.0
1985-03-01,0.0,2.71875,2.5,2.59375,1.4359163045883179,1190400,0.0,0.0
1985-04-01,0.0,2.84375,2.5,2.765625,1.5310683250427246,1091200,0.0,0.0
1985-05-01,0.0,3.40625,2.703125,3.1875,1.7646204233169556,2260800,0.0,0.0
1985-06-01,0.0,3.21875,2.984375,3.046875,1.6867694854736328,464000,0.0,0.0
1985-07-01,0.0,3.40625,3.015625,3.375,1.868422269821167,2032000,0.0,0.0
1985-08-01,0.0,3.390625,3.140625,3.25,1.7992217540740967,1012800,0.0,0.0
1985-09-01,0.0,3.28125,2.9375,2.96875,1.6435189247131348,616000,0.0,0.0
1985-10-01,0.0,3.15625,2.84375,2.890625,1.6002691984176636,916000,0.0,0.0
1985-11-01,0.0,3.125,2.828125,2.953125,1.6348693370819092,1675200,0.0,0.0
1985-12-01,0.0,3.28125,2.90625,3.234375,1.7905701398849487,1311200,0.0,0.0
1986-01-01,0.0,3.5,3.25,3.453125,1.9116729497909546,1270400,0.0,0.0
1986-02-01,0.0,3.703125,3.4375,3.703125,2.050074815750122,1106400,0.0,0.0
1986-03-01,0.0,3.96875,3.734375,3.90625,2.162524938583374,1204800,0.0,0.0
1986-04-01,0.0,4.015625,3.671875,3.890625,2.153876304626465,2276800,0.0,0.0
1986-05-01,0.0,4.28125,3.859375,4.234375,2.3441762924194336,571200,0.0,0.0
1986-06-01,0.0,4.25,3.734375,3.75,2.076024055480957,615200,0.0,0.0
1986-07-01,0.0,3.734375,3.4375,3.59375,1.989522933959961,776800,0.0,0.0
1986-08-01,0.0,3.6875,3.484375,3.515625,1.946273684501648,333600,0.0,0.0
1986-09-01,0.0,3.5625,3.296875,3.296875,1.8251707553863525,772800,0.0,0.0
1986-10-01,0.0,3.390625,3.0625,3.375,1.868422269821167,1317600,0.0,0.0
1986-11-01,0.0,3.5625,3.328125,3.421875,1.894371509552002,1054400,0.0,0.0
1986-12-01,0.0,3.734375,3.375,3.53125,1.9549225568771362,1588800,0.0,0.0
1987-01-01,0.0,4.578125,3.53125,4.375,2.4220292568206787,1672800,0.01625,0.0
1987-02-01,0.0,5.078125,4.34375,4.921875,2.735086441040039,2286400,0.0,0.0
1987-03-01,0.0,4.984375,4.71875,4.734375,2.6308958530426025,1727200,0.0,0.0
1987-04-01,0.0,5.234375,4.640625,5.0,2.7785027027130127,1786400,0.01625,0.0
1987-05-01,0.0,5.046875,4.828125,4.984375,2.778712034225464,749600,0.0,0.0
1987-06-01,0.0,5.53125,4.90625,5.0625,2.8222639560699463,1317600,0.0,2.0
1987-07-01,0.0,5.46875,5.0,5.125,2.8571066856384277,874400,0.0175,0.0
1987-08-01,0.0,5.46875,4.78125,5.1875,2.901566505432129,780400,0.0,0.0
1987-09-01,0.0,5.40625,4.375,4.90625,2.744250774383545,1451200,0.0,0.0
1987-10-01,0.0,5.125,3.125,3.75,2.097515821456909,1640000,0.0175,0.0
1987-11-01,0.0,3.9375,3.28125,3.3125,1.8596128225326538,878800,0.0,0.0
1987-12-01,0.0,4.375,3.09375,4.1875,2.3508310317993164,878400,0.0,0.0
1988-01-01,0.0,4.375,4.15625,4.3125,2.4210054874420166,418000,0.0175,0.0
1988-02-01,4.3125,4.375,3.59375,3.71875,2.096374273300171,1015600,0.0,0.0
1988-03-01,3.71875,3.8125,3.3125,3.40625,1.92020845413208,1475600,0.0,0.0
1988-04-01,3.4375,3.5,3.28125,3.40625,1.92020845413208,414800,0.0175,0.0
1988-05-01,3.46875,3.71875,3.0625,3.6875,2.089395046234131,2206000,0.0,0.0
1988-06-01,3.71875,3.875,3.59375,3.59375,2.0362749099731445,780400,0.0,0.0
1988-07-01,3.625,3.75,3.34375,3.75,2.124807596206665,662000,0.01875,0.0
1988-08-01,3.78125,3.875,3.375,3.4375,1.9587244987487793,464000,0.0,0.0
