Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
1985-01-01,0.6597219705581665,0.7604169845581055,0.6215280294418335,0.7569440007209778,0.30472350120544434,430124400,0.0,0.0
1985-02-01,0.7569440007209778,0.7604169845581055,0.6944440007209778,0.7083330154418945,0.28515395522117615,286714800,0.007222,0.0
1985-03-01,0.7118059992790222,0.7430559992790222,0.6319440007209778,0.6458330154418945,0.2626069188117981,331092000,0.0,0.0
1985-04-01,0.6458330154418945,0.6805559992790222,0.6354169845581055,0.6527780294418335,0.2654308080673218,289321200,0.0,0.0
1985-05-01,0.6597219705581665,0.7465280294418335,0.6458330154418945,0.7465280294418335,0.3035510182380676,308890800,0.008056,0.0
1985-06-01,0.7083330154418945,0.7291669845581055,0.6736109852790833,0.7256940007209778,0.2985253930091858,252644400,0.0,0.0
1985-07-01,0.7326390147209167,0.8020830154418945,0.7222219705581665,0.7777780294418335,0.31995096802711487,412412400,0.0,0.0
1985-08-01,0.7743059992790222,0.7951390147209167,0.7152780294418335,0.7361109852790833,0.30281057953834534,265165200,0.008056,0.0
1985-09-01,0.7361109852790833,0.7465280294418335,0.6527780294418335,0.6701390147209167,0.27870801091194153,244803600,0.0,0.0
1985-10-01,0.6631940007209778,0.7361109852790833,0.6597219705581665,0.7152780294418335,0.29748106002807617,291466800,0.0,0.0
1985-11-01,0.71875,0.7986109852790833,0.7152780294418335,0.7777780294418335,0.32347437739372253,339238800,0.008056,0.0
1985-12-01,0.7777780294418335,0.8854169845581055,0.7708330154418945,0.8402780294418335,0.3530927896499634,368110800,0.0,0.0
1986-01-01,0.84375,0.9583330154418945,0.8263890147209167,0.9340280294418335,0.3924877643585205,419220000,0.0,0.0
1986-02-01,0.9340280294418335,1.0104169845581055,0.9305559992790222,1.0,0.4202095866203308,320151600,0.008056,0.0
1986-03-01,1.0104169845581055,1.038193941116333,0.9583330154418945,1.0277780294418335,0.4353898763656616,200408400,0.0,0.0
1986-04-01,1.0347219705581665,1.0416669845581055,0.8819440007209778,0.9305559992790222,0.39420419931411743,357868800,0.0,0.0
1986-05-01,0.9375,0.9479169845581055,0.84375,0.9409719705581665,0.3986167311668396,252504000,0.008056,0.0
1986-06-01,0.9444440007209778,0.9444440007209778,0.8784719705581665,0.9097219705581665,0.3889739513397217,169855200,0.0,0.0
1986-07-01,0.9027780294418335,0.90625,0.7118059992790222,0.75,0.32068106532096863,402044400,0.0,0.0
1986-08-01,0.75,0.8680559992790222,0.7326390147209167,0.8506940007209778,0.363735169172287,297392400,0.008056,0.0
1986-09-01,0.8402780294418335,0.8784719705581665,0.7534719705581665,0.7638890147209167,0.3297681510448456,300546000,0.0,0.0
1986-10-01,0.7673609852790833,0.8333330154418945,0.7604169845581055,0.8090280294418335,0.34925439953804016,230137200,0.0,0.0
1986-11-01,0.8020830154418945,0.8263890147209167,0.7604169845581055,0.8090280294418335,0.34925439953804016,197208000,0.008056,0.0
1986-12-01,0.8090280294418335,0.8888890147209167,0.7777780294418335,0.8090280294418335,0.35297679901123047,321249600,0.0,0.0
1987-01-01,0.8090280294418335,0.9444440007209778,0.8090280294418335,0.90625,0.39539480209350586,356554800,0.0,0.0
1987-02-01,0.9097219705581665,0.9722219705581665,0.90625,0.9131940007209778,0.39842429757118225,225144000,0.008056,0.0
1987-03-01,0.9131940007209778,0.9895830154418945,0.8298609852790833,0.8819440007209778,0.38805198669433594,251874000,0.0,0.0
1987-04-01,0.875,0.9444440007209778,0.8194440007209778,0.8645830154418945,0.38041338324546814,345895200,0.0,0.0
1987-05-01,0.8611109852790833,0.9652780294418335,0.8472219705581665,0.9131940007209778,0.4018020033836365,300830400,0.008056,0.0
1987-06-01,0.9166669845581055,1.0104169845581055,0.90625,0.96875,0.4300399720668793,327859200,0.0,0.0
1987-07-01,0.9756940007209778,1.069443941116333,0.9340280294418335,1.0520830154418945,0.46703270077705383,338443200,0.0,0.0
1987-08-01,1.0416669845581055,1.1597219705581665,1.0104169845581055,1.09375,0.4855293333530426,373021200,0.008056,0.0
1987-09-01,1.0902780294418335,1.107638955116272,1.0208330154418945,1.0833330154418945,0.48441728949546814,260722800,0.0,0.0
1987-10-01,1.100693941116333,1.138888955116272,0.6145830154418945,0.7430559992790222,0.3322609066963196,471582000,0.0,0.0
1987-11-01,0.7430559992790222,0.7708330154418945,0.6458330154418945,0.6909719705581665,0.30897122621536255,311191200,0.008611,0.0
1987-12-01,0.6909719705581665,0.84375,0.6423609852790833,0.8090280294418335,0.36608392000198364,278064000,0.0,0.0
1988-01-01,0.8125,0.8854169845581055,0.7847219705581665,0.8472219705581665,0.3833663761615753,267976800,0.0,0.0
1988-02-01,0.8506940007209778,0.8541669845581055,0.7916669845581055,0.8229169845581055,0.37236839532852173,276271200,0.008611,0.0
1988-03-01,0.8263890147209167,0.9027780294418335,0.7916669845581055,0.8402780294418335,0.38417768478393555,335552400,0.0,0.0
1988-04-01,0.8402780294418335,0.8819440007209778,0.7534719705581665,0.7673609852790833,0.35083964467048645,219819600,0.0,0.0
