Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
1991-12-01,0.11914099752902985,0.140625,0.1132809966802597,0.140625,0.12338743358850479,118080000,0.0,0.0
1992-01-01,0.13867199420928955,0.16601599752902985,0.1328130066394806,0.14257800579071045,0.12510104477405548,348550400,0.0,0.0
1992-02-01,0.140625,0.14648400247097015,0.1210940033197403,0.1289059966802597,0.113104909658432,115065600,0.0,0.0
1992-03-01,0.12695300579071045,0.1367190033197403,0.11914099752902985,0.12695300579071045,0.1113913282752037,85139200,0.0,0.0
1992-04-01,0.125,0.13085900247097015,0.109375,0.12304700165987015,0.10796408355236053,41971200,0.0,0.0
1992-05-01,0.12304700165987015,0.125,0.11132799834012985,0.11914099752902985,0.10453689098358154,25024000,0.0,0.0
1992-06-01,0.11914099752902985,0.1289059966802597,0.1015629991889,0.1132809966802597,0.09939519315958023,36064000,0.0,0.0
1992-07-01,0.11523400247097015,0.11523400247097015,0.09375,0.11132799834012985,0.09768158942461014,61267200,0.0,0.0
1992-08-01,0.11132799834012985,0.1171879991889,0.0976559966802597,0.09960900247097015,0.08739905804395676,53395200,0.0,0.0
1992-09-01,0.1015629991889,0.1132809966802597,0.1015629991889,0.109375,0.09596799314022064,78662400,0.0,0.0
1992-10-01,0.10742200165987015,0.10742200165987015,0.08007799834012985,0.0820309966802597,0.07197576761245728,59308800,0.0,0.0
1992-11-01,0.08398400247097015,0.09375,0.08007799834012985,0.0820309966802597,0.07197576761245728,90432000,0.0,0.0
1992-12-01,0.08398400247097015,0.1210940033197403,0.0820309966802597,0.109375,0.09596799314022064,183539200,0.0,0.0
1993-01-01,0.11132799834012985,0.1328130066394806,0.1054690033197403,0.1210940033197403,0.10625050216913223,121465600,0.0,0.0
1993-02-01,0.12304700165987015,0.1367190033197403,0.11914099752902985,0.13085900247097015,0.1148185282945633,119756800,0.0,0.0
1993-03-01,0.1289059966802597,0.1328130066394806,0.1132809966802597,0.11523400247097015,0.10110877454280853,79737600,0.0,0.0
1993-04-01,0.11523400247097015,0.1289059966802597,0.1015629991889,0.12304700165987015,0.10796408355236053,75264000,0.0,0.0
1993-05-01,0.125,0.15820300579071045,0.12304700165987015,0.15429699420928955,0.13538356125354767,85689600,0.0,0.0
1993-06-01,0.1523440033197403,0.17382800579071045,0.15039099752902985,0.16210900247097015,0.14223797619342804,116896000,0.0,0.0
1993-07-01,0.16210900247097015,0.1835940033197403,0.1484380066394806,0.171875,0.15080681443214417,103577600,0.0,0.0
1993-08-01,0.171875,0.1992190033197403,0.15625,0.19726599752902985,0.17308546602725983,123820800,0.0,0.0
1993-09-01,0.1953130066394806,0.22070300579071045,0.1875,0.21875,0.19193598628044128,104115200,0.0,0.0
1993-10-01,0.21875,0.23242199420928955,0.1953130066394806,0.2148440033197403,0.18850883841514587,148172800,0.0,0.0
1993-11-01,0.2148440033197403,0.22460900247097015,0.19335900247097015,0.203125,0.1782262623310089,93900800,0.0,0.0
1993-12-01,0.20507800579071045,0.2578130066394806,0.20117199420928955,0.2578130066394806,0.22621068358421326,98681600,0.0,0.0
1994-01-01,0.2539060115814209,0.27148398756980896,0.2382809966802597,0.2578130066394806,0.22621068358421326,84857600,0.0,0.0
1994-02-01,0.2617189884185791,0.28125,0.2382809966802597,0.24414099752902985,0.21421462297439575,450835200,0.0,0.0
1994-03-01,0.24414099752902985,0.26367199420928955,0.2226559966802597,0.2265630066394806,0.1987912803888321,218297600,0.0,0.0
1994-04-01,0.22460900247097015,0.2773439884185791,0.22070300579071045,0.27539101243019104,0.2416340559720993,141446400,0.0,0.0
1994-05-01,0.27539101243019104,0.2890630066394806,0.2578130066394806,0.265625,0.2330651432275772,184524800,0.0,0.0
1994-06-01,0.26757800579071045,0.28125,0.24023400247097015,0.25,0.21935541927814484,129644800,0.0,0.0
1994-07-01,0.2539060115814209,0.3164060115814209,0.2539060115814209,0.31054699420928955,0.27248069643974304,192588800,0.0,0.0
1994-08-01,0.31054699420928955,0.32226601243019104,0.296875,0.3203130066394806,0.2810494601726532,125740800,0.0,0.0
1994-09-01,0.3203130066394806,0.375,0.3164060115814209,0.34570300579071045,0.3033273220062256,146022400,0.0,0.0
1994-10-01,0.3476560115814209,0.37695300579071045,0.32617199420928955,0.3398439884185791,0.29818639159202576,142496000,0.0,0.0
1994-11-01,0.34179699420928955,0.39257800579071045,0.33398398756980896,0.37304699420928955,0.32731959223747253,129881600,0.0,0.0
1994-12-01,0.375,0.38085898756980896,0.3320310115814209,0.375,0.32903310656547546,92908800,0.0,0.0
1995-01-01,0.375,0.38085898756980896,0.3125,0.3554689884185791,0.31189608573913574,135155200,0.0,0.0
1995-02-01,0.3554689884185791,0.3867189884185791,0.3554689884185791,0.38476601243019104,0.33760204911231995,313312000,0.0,0.0
1995-03-01,0.3828130066394806,0.4296880066394806,0.3828130066394806,0.390625,0.3427426815032959,160377600,0.0,0.0
1995-04-01,0.390625,0.4648439884185791,0.3710939884185791,0.4375,0.38387197256088257,242163200,0.0,0.0
1995-05-01,0.43554699420928955,0.453125,0.38476601243019104,0.43164101243019104,0.37873125076293945,143865600,0.0,0.0
1995-06-01,0.43164101243019104,0.47460898756980896,0.4179689884185791,0.45507800579071045,0.3992953598499298,101382400,0.0,0.0
1995-07-01,0.45507800579071045,0.4609380066394806,0.3828130066394806,0.42382800579071045,0.3718758523464203,283648000,0.0,0.0
1995-08-01,0.42382800579071045,0.42773398756980896,0.3359380066394806,0.3828130066394806,0.3358883559703827,495968000,0.0,0.0
1995-09-01,0.3828130066394806,0.41210898756980896,0.3359380066394806,0.33789101243019104,0.2964729964733124,293593600,0.0,0.0
1995-10-01,0.3398439884185791,0.34570300579071045,0.3085939884185791,0.33789101243019104,0.2964729964733124,465305600,0.0,0.0
1995-11-01,0.3320310115814209,0.3554689884185791,0.2929689884185791,0.3515630066394806,0.3084689974784851,402438400,0.0,0.0
