Date,Adj Close,Close,High,Low,Open,Volume
,CHFUSD=X,CHFUSD=X,CHFUSD=X,CHFUSD=X,CHFUSD=X,CHFUSD=X
2003-10-01,0.7472724914550781,0.7472724914550781,0.767283022403717,0.7438262104988098,0.7590709328651428,0
2003-11-01,0.7761564254760742,0.7761564254760742,0.7764578461647034,0.7247427105903625,0.747160792350769,0
2003-12-01,0.8086689114570618,0.8086689114570618,0.8122157454490662,0.767047643661499,0.7769404053688049,0
2004-01-01,0.7981482744216919,0.7981482744216919,0.8244022727012634,0.7862253189086914,0.8086689114570618,0
2004-02-01,0.7952918410301208,0.7952918410301208,0.820815920829773,0.783944845199585,0.7981482744216919,0
2004-03-01,0.789889395236969,0.789889395236969,0.7987220883369446,0.7648183703422546,0.7951654195785522,0
2004-04-01,0.7727975249290466,0.7727975249290466,0.79377681016922,0.7562008500099182,0.7899518013000488,0
2004-05-01,0.7980208992958069,0.7980208992958069,0.804634690284729,0.7644675374031067,0.7727378010749817,0
2004-06-01,0.7997441291809082,0.7997441291809082,0.8116224408149719,0.7875256538391113,0.7980208992958069,0
2004-07-01,0.7804573774337769,0.7804573774337769,0.8192020654678345,0.779119610786438,0.7997441291809082,0
2004-08-01,0.7894529104232788,0.7894529104232788,0.8080808520317078,0.7780284881591797,0.7804573774337769,0
2004-09-01,0.802890419960022,0.802890419960022,0.803535521030426,0.7819830775260925,0.7894529104232788,0
2004-10-01,0.8391373753547668,0.8391373753547668,0.8395600914955139,0.7888923287391663,0.802825927734375,0
2004-11-01,0.8775778412818909,0.8775778412818909,0.8823789358139038,0.8252868056297302,0.8389965295791626,0
2004-12-01,0.8768084645271301,0.8768084645271301,0.8886518478393555,0.85638427734375,0.8776549100875854,0
2005-01-01,0.8418925404548645,0.8418925404548645,0.8791981339454651,0.8357710242271423,0.8768084645271301,0
2005-02-01,0.8592541813850403,0.8592541813850403,0.8642295598983765,0.815727174282074,0.8419634103775024,0
2005-03-01,0.8362602591514587,0.8362602591514587,0.8719915747642517,0.8277460932731628,0.859328031539917,0
2005-04-01,0.8369601368904114,0.8369601368904114,0.851861298084259,0.8206138014793396,0.8362602591514587,0
2005-05-01,0.8015390038490295,0.8015390038490295,0.8415383100509644,0.8005764484405518,0.8369601368904114,0
2005-06-01,0.7793624997138977,0.7793624997138977,0.8058017492294312,0.7768197059631348,0.8016032576560974,0
2005-07-01,0.7760360240936279,0.7760360240936279,0.787401556968689,0.7575757503509521,0.7796055674552917,0
2005-08-01,0.7977662682533264,0.7977662682533264,0.8042464256286621,0.775494396686554,0.7760962843894958,0
2005-09-01,0.7730962634086609,0.7730962634086609,0.8170602321624756,0.7695859670639038,0.7977662682533264,0
2005-10-01,0.7754342555999756,0.7754342555999756,0.789016842842102,0.7650523781776428,0.7730962634086609,0
2005-11-01,0.7610929608345032,0.7610929608345032,0.7844982743263245,0.7528419494628906,0.7754342555999756,0
2005-12-01,0.7612667679786682,0.7612667679786682,0.7827175855636597,0.7560579180717468,0.7608034610748291,0
2006-01-01,0.782166600227356,0.782166600227356,0.7962417006492615,0.7585526704788208,0.7612667679786682,0
2006-02-01,0.7628347277641296,0.7628347277641296,0.7829627394676208,0.7555152177810669,0.7821054458618164,0
2006-03-01,0.7666947841644287,0.7666947841644287,0.7768800854682922,0.756315290927887,0.7628929018974304,0
2006-04-01,0.807037353515625,0.807037353515625,0.8092579245567322,0.761440634727478,0.7666947841644287,0
2006-05-01,0.8211528658866882,0.8211528658866882,0.838715136051178,0.803535521030426,0.8069722652435303,0
2006-06-01,0.8175946474075317,0.8175946474075317,0.8321544528007507,0.7983394861221313,0.8211528658866882,0
2006-07-01,0.812809944152832,0.812809944152832,0.8202099800109863,0.7940919399261475,0.8175946474075317,0
2006-08-01,0.8124136328697205,0.8124136328697205,0.8206138014793396,0.803535521030426,0.812809944152832,0
