Date,Adj Close,Close,High,Low,Open,Volume
,^TNX,^TNX,^TNX,^TNX,^TNX,^TNX
1985-01-01,11.170000076293945,11.170000076293945,11.699999809265137,11.0600004196167,11.699999809265137,0
1985-02-01,11.90999984741211,11.90999984741211,11.90999984741211,11.289999961853027,11.289999961853027,0
1985-03-01,11.649999618530273,11.649999618530273,12.020000457763672,11.649999618530273,11.859999656677246,0
1985-04-01,11.40999984741211,11.40999984741211,11.770000457763672,11.130000114440918,11.65999984741211,0
1985-05-01,10.279999732971191,10.279999732971191,11.289999961853027,10.279999732971191,11.270000457763672,0
1985-06-01,10.25,10.25,10.539999961853027,9.829999923706055,10.050000190734863,0
1985-07-01,10.569999694824219,10.569999694824219,10.670000076293945,9.930000305175781,10.1899995803833,0
1985-08-01,10.279999732971191,10.279999732971191,10.65999984741211,10.100000381469727,10.510000228881836,0
1985-09-01,10.3100004196167,10.3100004196167,10.520000457763672,10.15999984741211,10.239999771118164,0
1985-10-01,10.010000228881836,10.010000228881836,10.420000076293945,9.970000267028809,10.289999961853027,0
1985-11-01,9.59000015258789,9.59000015258789,9.979999542236328,9.579999923706055,9.979999542236328,0
1985-12-01,9.0,9.0,9.6899995803833,8.989999771118164,9.6899995803833,0
1986-01-01,9.079999923706055,9.079999923706055,9.489999771118164,8.9399995803833,9.039999961853027,0
1986-02-01,8.130000114440918,8.130000114440918,9.109999656677246,8.130000114440918,9.020000457763672,0
1986-03-01,7.389999866485596,7.389999866485596,8.119999885559082,7.389999866485596,7.989999771118164,0
1986-04-01,7.380000114440918,7.380000114440918,7.579999923706055,6.980000019073486,7.369999885559082,0
1986-05-01,8.050000190734863,8.050000190734863,8.050000190734863,7.400000095367432,7.449999809265137,0
1986-06-01,7.349999904632568,7.349999904632568,8.390000343322754,7.349999904632568,8.319999694824219,0
1986-07-01,7.340000152587891,7.340000152587891,7.53000020980835,7.139999866485596,7.369999885559082,0
1986-08-01,6.949999809265137,6.949999809265137,7.46999979019165,6.949999809265137,7.340000152587891,0
1986-09-01,7.449999809265137,7.449999809265137,7.670000076293945,7.03000020980835,7.03000020980835,0
1986-10-01,7.340000152587891,7.340000152587891,7.659999847412109,7.28000020980835,7.409999847412109,0
1986-11-01,7.150000095367432,7.150000095367432,7.400000095367432,7.110000133514404,7.289999961853027,0
1986-12-01,7.230000019073486,7.230000019073486,7.230000019073486,7.010000228881836,7.179999828338623,0
1987-01-01,7.179999828338623,7.179999828338623,7.179999828338623,7.010000228881836,7.179999828338623,0
1987-02-01,7.190000057220459,7.190000057220459,7.369999885559082,7.179999828338623,7.230000019073486,0
1987-03-01,7.510000228881836,7.510000228881836,7.539999961853027,7.139999866485596,7.170000076293945,0
1987-04-01,8.210000038146973,8.210000038146973,8.470000267028809,7.539999961853027,7.590000152587891,0
1987-05-01,8.489999771118164,8.489999771118164,8.920000076293945,8.390000343322754,8.390000343322754,0
1987-06-01,8.380000114440918,8.380000114440918,8.720000267028809,8.229999542236328,8.449999809265137,0
1987-07-01,8.65999984741211,8.65999984741211,8.65999984741211,8.279999732971191,8.359999656677246,0
1987-08-01,9.0,9.0,9.020000457763672,8.5600004196167,8.8100004196167,0
1987-09-01,9.630000114440918,9.630000114440918,9.640000343322754,9.050000190734863,9.050000190734863,0
1987-10-01,8.880000114440918,8.880000114440918,10.229999542236328,8.800000190734863,9.65999984741211,0
1987-11-01,8.989999771118164,8.989999771118164,9.109999656677246,8.720000267028809,8.979999542236328,0
1987-12-01,8.829999923706055,8.829999923706055,9.279999732971191,8.779999732971191,9.010000228881836,0
1988-01-01,8.260000228881836,8.260000228881836,8.970000267028809,8.260000228881836,8.829999923706055,0
1988-02-01,8.15999984741211,8.15999984741211,8.319999694824219,8.109999656677246,8.260000228881836,0
1988-03-01,8.569999694824219,8.569999694824219,8.579999923706055,8.119999885559082,8.149999618530273,0
1988-04-01,8.869999885559082,8.869999885559082,8.869999885559082,8.520000457763672,8.680000305175781,0
1988-05-01,9.199999809265137,9.199999809265137,9.239999771118164,8.890000343322754,8.9399995803833,0
1988-06-01,8.819999694824219,8.819999694824219,9.069999694824219,8.6899995803833,9.029999732971191,0
1988-07-01,9.119999885559082,9.119999885559082,9.15999984741211,8.770000457763672,8.770000457763672,0
1988-08-01,9.25,9.25,9.40999984741211,8.989999771118164,9.069999694824219,0
1988-09-01,8.869999885559082,8.869999885559082,9.25,8.869999885559082,9.25,0
1988-10-01,8.649999618530273,8.649999618530273,8.869999885559082,8.649999618530273,8.84000015258789,0
1988-11-01,9.0600004196167,9.0600004196167,9.170000076293945,8.680000305175781,8.680000305175781,0
1988-12-01,9.140000343322754,9.140000343322754,9.210000038146973,8.949999809265137,9.010000228881836,0
1989-01-01,9.010000228881836,9.010000228881836,9.270000457763672,8.930000305175781,9.229999542236328,0
1989-02-01,9.319999694824219,9.319999694824219,9.380000114440918,8.949999809265137,8.989999771118164,0
1989-03-01,9.300000190734863,9.300000190734863,9.529999732971191,9.229999542236328,9.359999656677246,0
1989-04-01,9.020000457763672,9.020000457763672,9.34000015258789,9.020000457763672,9.210000038146973,0
1989-05-01,8.600000381469727,8.600000381469727,9.15999984741211,8.579999923706055,9.140000343322754,0
1989-06-01,8.100000381469727,8.100000381469727,8.609999656677246,8.100000381469727,8.609999656677246,0
1989-07-01,7.820000171661377,7.820000171661377,8.130000114440918,7.820000171661377,8.09000015258789,0
